Unnamed: 0,year,quarter,title,studio,castcrew,link_en,dates_raw,date_us,date_jp,delay
10,2010,Q2,When You're Strange,Abramorama / Rhino Records,"Tom DiCillo (director/screenplay); John Densmore, Robby Krieger, Ray Manzarek, Jim Morrison, Johnny Depp",When_You%27re_Strange,no_ja,,,
11,2010,Q2,Death at a Funeral,Screen Gems,"Neil LaBute (director); Martin Lawrence, Chris Rock, James Marsden, Luke Wilson, Peter Dinklage",Death_at_a_Funeral_(2010_film),no_ja,,,
12,2010,Q2,Kick-Ass,Lionsgate / Universal Pictures / Marv Films,"Matthew Vaughn (director); Aaron Johnson, Clark Duke, Nicolas Cage, Chloë Grace Moretz, Mark Strong, Christopher Mintz-Plasse, Lyndsy Fonseca",Kick-Ass_(film),{{Flagicon|GBR}} 2010年3月26日<br /> {{Flagicon|USA}} 2010年4月16日<br /> {{Flagicon|JPN}} 2010年12月18日,2010-04-16,2010-12-18,246.0
13,2010,Q2,4.3.2.1,Lionsgate,"Noel Clarke, Ben Drew, Emma Roberts, Tamsin Egerton, Ben Shepherd",4.3.2.1,no_ja,,,
14,2010,Q2,The City of Your Final Destination,Screen Media Films,"James Ivory (director); Ruth Prawer Jhabvala (screenplay); Anthony Hopkins, Omar Metwally, Laura Linney, Charlotte Gainsbourg",The_City_of_Your_Final_Destination,{{flagicon|GER}} 2009年2月7日（ベルリン国際映画祭）<br /> {{flagicon|USA}} 2010年4月16日<br /> {{flagicon|JPN}} 2012年10月6日,2010-04-16,2012-10-06,904.0
15,2010,Q2,Exit Through the Gift Shop,Producers Distribution Agency,Banksy (director),Exit_Through_the_Gift_Shop,{{flagicon|USA}} 2010年1月24日<br /><sup>（サンダンス映画祭）</sup><br /> {{flagicon|GBR}} 2010年3月5日<br /> {{flagicon|USA}} 2010年4月16日<br /> {{flagicon|JPN}} 2011年7月16日,2010-01-24,2011-07-16,538.0
16,2010,Q2,The Joneses,Roadside Attractions,"Derrick Borte (director); Demi Moore, David Duchovny, Amber Heard, Gary Cole",The_Joneses,{{flagicon|CAN}} 2009年9月13日（トロント国際映画祭）<br /> {{flagicon|USA}} 2010年4月16日,2010-04-16,,
17,2010,Q2,The Perfect Game,Slowhand Releasing,"William Dear (director); W. William Winokur (screenplay); Clifton Collins, Jr., Cheech Marin, Louis Gossett, Jr., Emilie de Ravin, Bruce McGill, Patricia Manterola",The_Perfect_Game,no_ja,,,
18,2010,Q2,Oceans,Disneynature,"Jacques Perrin, Jacques Cluzaud (directors)",Oceans_(film),{{flagicon|JPN}} 2010年1月22日<br /> {{flagicon|FRA}} 2010年1月27日,,2010-01-22,
19,2010,Q2,The Back-up Plan,CBS Films / Escape Artists,"Alan Poul (director); Jennifer Lopez, Alex O'Loughlin, Noureen DeWulf, Donal Logue, Jennifer Elise Cox, Melissa McCarthy, Anthony Anderson",The_Back-up_Plan,{{Flagicon|USA}} 2010年4月23日,2010-04-23,,
20,2010,Q2,The Losers,Warner Bros. Pictures / Dark Castle Entertainment / Vertigo Comics / Weed Road Pictures,"Jeffrey Dean Morgan, Idris Elba, Chris Evans, Columbus Short, Jason Patric, Zoe Saldana, Óscar Jaenada",The_Losers_(film),{{flagicon|USA}} 2010年4月23日<br /> {{flagicon|JPN}} 2011年4月21日<sup>（DVD発売）</sup>,2010-04-23,2011-04-21,363.0
21,2010,Q2,Behind the Burly Q,First Run Features,"Alan Alda, Nat Bodian, Lorraine Lee, Tempest Storm, Blaze Starr, Kitty West, Taffy O'Neill, Mike Iannucci",Behind_the_Burly_Q,no_ja,,,
22,2010,Q2,Boogie Woogie,IFC Films,"Stellan Skarsgård, Christopher Lee, Gillian Anderson, Heather Graham, Joanna Lumley, Jaime Winstone, Amanda Seyfried, Alan Cumming",Boogie_Woogie_(film),no_dates,,,
23,2010,Q2,Breath Made Visible: Anna Halprin,Argot Films,"Reudi Gerber (director); Anna Halprin, Lawrence Halprin, Merce Cunningham, A.A. Leath, John Graham, Rana Halprin",Breath_Made_Visible,no_ja,,,
24,2010,Q2,Paper Man,MPI Media Group,"Jeff Daniels, Emma Stone, Ryan Reynolds, Lisa Kudrow, Kieran Culkin",Paper_Man_(2009_film),no_ja,,,
25,2010,Q2,The Human Centipede (First Sequence),IFC Films,Tom Six (director),The_Human_Centipede_(First_Sequence),{{Flagicon|UK}} 2009年8月30日 <br /> {{Flagicon|USA}} 2010年4月28日<br /> {{Flagicon|JPN}} 2011年7月2日,2010-04-28,2011-07-02,430.0
26,2010,Q2,Furry Vengeance,Summit Entertainment / Participant Media / Imagenation Abu Dhabi,"Brendan Fraser, Brooke Shields, Ken Jeong",Furry_Vengeance,{{flagicon|USA}} 2010年4月30日<br /> {{flagicon|JPN}} 劇場未公開,2010-04-30,,
27,2010,Q2,A Nightmare on Elm Street,Warner Bros. Pictures / New Line Cinema / Platinum Dunes,"Samuel Bayer (director); Wesley Strick, Eric Heisserer (screenplay); Jackie Earle Haley, Rooney Mara, Thomas Dekker, Kyle Gallner, Clancy Brown, Katie Cassidy, Connie Britton, Kellan Lutz, Aaron Yoo",A_Nightmare_on_Elm_Street_(2010_film),{{flagicon|USA}} 2010年4月30日<br /> {{flagicon|JPN}} 2010年6月26日,2010-04-30,2010-06-26,57.0
28,2010,Q2,The Good Heart,Magnolia Pictures,Paul Dano,The_Good_Heart,no_ja,,,
29,2010,Q2,Harry Brown,Samuel Goldwyn Films,"Daniel Barber (director); Michael Caine, Emily Mortimer, Jack O'Connell, Liam Cunningham, Ben Drew",Harry_Brown_(film),no_dates,,,
30,2010,Q2,Please Give,Sony Pictures Classics,"Nicole Holofcener (director); Catherine Keener, Rebecca Hall, Oliver Platt, Amanda Peet",Please_Give,no_ja,,,
31,2010,Q2,The Infidel,TriBeCa Productions,"Josh Appignanesi (director); David Baddiel (screenplay); Omid Djalili, Richard Schiff, Archie Panjabi, Igal Naor, Mina Anwar, Amit Shah, Soraya Radford, Miranda Hart, Matt Lucas",The_Infidel_(2010_film),no_ja,,,
32,2010,Q2,Sex & Drugs & Rock & Roll,TriBeCa Productions,"Andy Serkis, Ray Winstone",Sex_%26_Drugs_%26_Rock_%26_Roll_(film),no_ja,,,
33,2010,Q2,The Trotsky,TriBeCa Productions,Jacob Tierney (director/screenplay),The_Trotsky,no_ja,,,
34,2010,Q2,Iron Man 2,Paramount Pictures / Marvel Studios,"Jon Favreau (director); Justin Theroux (screenplay); Robert Downey Jr., Don Cheadle, Mickey Rourke, Gwyneth Paltrow, Sam Rockwell, Scarlett Johansson, Olivia Munn, Samuel L. Jackson, Clark Gregg, John Slattery, Jon Favreau, Stan Lee, Paul Bettany",Iron_Man_2,{{flagicon|USA}} 2010年4月26日（プレミア）<br> {{flagicon|USA}} 2010年5月7日<br /> {{flagicon|JPN}} 2010年6月11日,2010-04-26,2010-06-11,46.0
35,2010,Q2,Babies,Focus Features,Thomas Balmès (director),Babies_(film),no_dates,,,
36,2010,Q2,Casino Jack and the United States of Money,Jigsaw Productions,Alex Gibney (director),Casino_Jack_and_the_United_States_of_Money,no_ja,,,
37,2010,Q2,The Lightkeepers,New Films International,"Richard Dreyfuss, Blythe Danner",The_Lightkeepers,no_ja,,,
38,2010,Q2,Multiple Sarcasms,Multiple Avenue Releasing,Mira Sorvino and Timothy Hutton,Multiple_Sarcasms,no_ja,,,
39,2010,Q2,Mother and Child,Sony Pictures Classics,"Rodrigo García (director), Annette Bening, Naomi Watts, Kerry Washington, Samuel L. Jackson",Mother_and_Child_(2009_film),{{Nowrap|flagicon|CAN| 2009年9月14日<small>（トロント国際映画祭|TIFF）</small>}} <br /> {{flagicon|CAN}} 2009年9月14日<small>（トロント国際映画祭|TIFF）</small> {{flagicon|USA}} 2010年5月7日<br /> {{flagicon|JPN}} 2011年1月15日,2010-05-07,2011-01-15,253.0
40,2010,Q2,OSS 117: Lost in Rio,Music Box Films,Michel Hazanavicius (director),OSS_117:_Lost_in_Rio,no_dates,,,
41,2010,Q2,The Oath,Zeitgeist Films,Laura Poitras,The_Oath_(2010_film),no_ja,,,
42,2010,Q2,Trash Humpers,Drag City,Harmony Korine (director/screenplay),Trash_Humpers,no_ja,,,
43,2010,Q2,Barbie in A Mermaid Tale,Universal Pictures / Kidtoon Films,"Adam L. Wood (director); Kelly Sheridan, Kathleen Barr, Tabitha St. Germain, Nicole Oliver, Emma Pierson, Ciara Janson, Nakia Burrise, Maryke Hendrikse, Garry Chalk",Barbie_in_A_Mermaid_Tale,no_ja,,,
44,2010,Q2,Metropia,Tribeca Film,"Vincent Gallo, Juliette Lewis, Alexander Skarsgård, Stellan Skarsgård, Udo Kier",Metropia_(film),no_ja,,,
45,2010,Q2,Just Wright,Fox Searchlight Pictures,"Sanaa Hamri (director); Michael Elliott (screenplay); Queen Latifah, Common, Paula Patton",Just_Wright,{{flagicon|USA}} 2010年5月14日<br /> {{flagicon|JPN}} 劇場未公開,2010-05-14,,
46,2010,Q2,Letters to Juliet,Summit Entertainment,"Gary Winick (director); Amanda Seyfried, Vanessa Redgrave",Letters_to_Juliet,no_dates,,,
47,2010,Q2,Robin Hood,Universal Pictures / Imagine Entertainment / Relativity Media / Scott Free Productions,"Ridley Scott (director); Russell Crowe, Mark Addy, Cate Blanchett, Mark Strong",Robin_Hood_(2010_film),{{flagicon|FRA}} 2010年5月12日<small>（第63回カンヌ国際映画祭）</small><br /> {{flagicon|GBR}} 2010年5月12日<br /> {{flagicon|USA}} 2010年5月14日<br /> {{flagicon|JPN}} 2010年12月10日,2010-05-14,2010-12-10,210.0
48,2010,Q2,Daddy Longlegs,Sundance Selects,"Ben Safdie, Joshua Safdie (directors/screenplay)",Daddy_Longlegs_(2009_film),no_ja,,,
49,2010,Q2,Here and There,Cinema Purgatorio,"David Thornton, Mirjana Karanović, Cyndi Lauper, Branislav Trifunović, Jelena Mrdja, Antone Pagan, Max King, Fredda Lomsky",Here_and_There_(film),no_ja,,,
50,2010,Q2,Looking for Eric,Icon Film Distribution,"Ken Loach (director); Eric Cantona, Steve Evets, Stephanie Bishop",Looking_for_Eric,{{Nowrap|flagicon|FRA| 2009年5月18日<small>（第62回カンヌ国際映画祭|CIFF）}} </small><br /> {{flagicon|FRA}} 2009年5月18日<small>（第62回カンヌ国際映画祭|CIFF） {{flagicon|FRA}} 2010年5月27日<br /> {{flagicon|BEL}} 2010年6月10日<br /> {{flagicon|GBR}} 2010年6月12日<br /> {{flagicon|JPN}} 2010年12月25日,,2010-12-25,
51,2010,Q2,Princess Kaiulani,Matador Pictures / Island Film Group / Trailblazer Films,"Marc Forby (director); Q'orianka Kilcher, Barry Pepper, Will Patton, Shaun Evans, Jimmy Yuill, Julian Glover, Tamzin Merchant, Catherine Steadman, Kainoa Kilcher",Princess_Kaiulani_(film),no_dates,,,
52,2010,Q2,Touching Home,CFI Releasing,"Logan Miller, Noah Miller (directors/screenplay)",Touching_Home,no_ja,,,
53,2010,Q2,MacGruber,Relativity Media / Rogue Pictures / Michaels-Goldwyn,"Jorma Taccone (director), Will Forte, Kristen Wiig, Ryan Phillippe, Val Kilmer, Powers Boothe, Maya Rudolph, Derek Mears, Mark Henry, Chris Jericho, Glenn Jacobs, Paul Wight, Montel Vontavious Porter, The Great Khali, John Bradshaw Layfield",MacGruber_(film),no_ja,,,
54,2010,Q2,Shrek Forever After,Paramount Pictures / DreamWorks Animation,"Mike Mitchell (director); Josh Klausner, Darren Lemke (screenplay); Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Julie Andrews, John Cleese, Walt Dohrn, Jon Hamm, Jane Lynch, Craig Robinson, Lake Bell, Kathy Griffin, Mary Kay Place, Kristen Schaal, Meredith Vieira, Ryan Seacrest, Cody Cameron, Larry King, Regis Philbin, Christopher Knights, Conrad Vernon, Aron Warner, Jasper Johannes Andrews, Ollie Mitchell, Miles Christopher Bakshi, Nina Zoe Bakshi, Billie Hayes, Jeremy Hollingworth, Brian Hopkins, Chris Miller, Mike Mitchell, James Ryan, Jack Blessing, Eddie Frierson, Paula Jane Newman, Ashley Boettcher, Elisa Gabrielli, Jonathan Nichols, William Calvert, Eileen Galindo, Paul Pape, June Christopher, Jean Gilpin, Darren Richardson, David Cowgill, Dominic Hoffman, Jill Sayre, Helen Dudeck, Matthew Ford Holt, Jake Short, Chad Einbinder, Aramis Knight, Danielle Soibelman, Jennifer Crystal Foley, Christie Mellor, Ellery Sprayberry, Leigh French, Oliver Muirhead, Shane Sweet, Darcy French-Myerson, Sierra French-Myerson, Laraine Newman, Daisy Tormé, Harry Van Gorkum",Shrek_Forever_After,{{flagicon|USA}} 2010年5月21日<br /> {{flagicon|JPN}} 2010年12月18日,2010-05-21,2010-12-18,211.0
55,2010,Q2,Holy Roller,First Independent Pictures,"Kevin Asch (director), Antonio Macia (screenplay); Jesse Eisenberg, Justin Bartha, Ari Graynor, Q-Tip",Holy_Rollers_(film),no_ja,,,
56,2010,Q2,John Rabe,Strand Releasing,Florian Gallenberger (director/screenplay),John_Rabe_(film),{{Flagicon|GER}} 2009年2月7日<br /><sup>（第59回ベルリン国際映画祭）</sup><br /> {{Flagicon|GER}} 2009年4月2日<br /> {{Flagicon|CHN}} 2009年4月29日<br /> {{Flagicon|JPN}} 2014年5月17日,,2014-05-17,
57,2010,Q2,Kites: The Remix,Reliance BIG Pictures,"Anurag Basu (director); Robin Bhatt, Akarsh Khurana, Anurag Basu (screenplay); Hrithik Roshan, Bárbara Mori, Kabir Bedi, Kangana Ranaut, Nick Brown",Kites:_The_Remix,{{Flagicon|IND}} 2010年5月31日<br /> {{Flagicon|JPN}} 2011年3月13日,,2011-03-13,
58,2010,Q2,Perrier's Bounty,IFC Films,"Jim Broadbent, Brendan Gleeson",Perrier%27s_Bounty,no_ja,,,
59,2010,Q2,Racing Dreams,White Buffalo Entertainment,Marshall Curry (director),Racing_Dreams,no_ja,,,
60,2010,Q2,Solitary Man,Anchor Bay Films,"Brian Koppelman, David Levien (directors); Brian Koppelman (screenplay); Michael Douglas, Susan Sarandon, Danny DeVito, Mary-Louise Parker, Jenna Fischer, Jesse Eisenberg, Imogen Poots, Ben Shenkman",Solitary_Man_(film),no_dates,,,
61,2010,Q2,The 7 Adventures of Sinbad,The Asylum,,The_7_Adventures_of_Sinbad,no_ja,,,
62,2010,Q2,Sex and the City 2,Warner Bros. Pictures / New Line Cinema / HBO Films / Village Roadshow Pictures,"Michael Patrick King (director/screenplay); Sarah Jessica Parker, Kristin Davis, Cynthia Nixon, Kim Cattrall, Chris Noth, David Eigenberg, Evan Handler, Mario Cantone, Willie Garson, Noah Mills, Liza Minnelli, Michael T. Weiss, Kelli O'Hara, David Alan Basche, Viola Harris, Norm Lewis, Manuel Herrera, Alice Eve, Lynn Cohen, Joseph Pupo, Neal Bledsoe, Ron White, Selenis Leyva, Condola Rashad, Jason Lewis, Jennifer Ferrin, Miley Cyrus, Tim Gunn, Art Malik, Dhafer L'Abidine, Penelope Cruz, Omid Djalili, Raza Jaffrey, John Corbett, Max Ryan, Daoud Heidami, Antony Bunsee, Waleed F. Zuaiter, Piter Marek, Tarek Moussa, Goldy Notay, Anoush NeVart, Jimmy Palumbo, Jack O'Brien, Megan Boone, Nick Adams, Paul Canaan, Joshua Cruz, Van Hughes, Jay Armstrong Johnson, Robert Lenzi, Michael Mahany, Kyle Dean Massey, Jeffrey Omura, Andrew Rannells, Matthew Risch, Nicholas Rodriguez, Ryan Silverman, Will Taylor, Max von Essen, Dashaun Young, Tuesday Knight",Sex_and_the_City_2,{{flagicon|USA}} 2010年5月27日<br /> {{flagicon|JPN}} 2010年6月4日,2010-05-27,2010-06-04,8.0
63,2010,Q2,Prince of Persia: The Sands of Time,Walt Disney Pictures / Jerry Bruckheimer Films,"Mike Newell (director); Carlo Bernard (screenplay); Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina, Toby Kebbell, Ronald Pickup",Prince_of_Persia:_The_Sands_of_Time_(film),2010年5月28日,,,
64,2010,Q2,Agora,Lionsgate / Focus Features / Newmarket Films,"Alejandro Amenábar (director); Rachel Weisz, Max Minghella, Oscar Isaac, Michael Lonsdale, Sami Samir, Ashraf Barhom, Rupert Evans, Homayoun Ershadi, Richard Durden, Manuel Cauchi, Charles Thake, Omar Mostafa, Harry Borg",Agora_(film),no_dates,,,
65,2010,Q2,Father of My Children,IFC Films,Mia Hansen-Løve (director/screenplay),Father_of_My_Children,{{flagicon|FRA}} 第62回カンヌ国際映画祭<br /> {{flagicon|FRA}} 2009年12月16日<br /> {{flagicon|JPN}} 2010年5月29日,,2010-05-29,
66,2010,Q2,The Last Shot,Original Films,"Emilio Rodríguez (director); Emilio Rodríguez, Josh Arms, Tino Rodríguez, Jacob Arms",Tino_Rodr%C3%ADguez,no_ja,,,
67,2010,Q2,Micmacs,Sony Pictures Classics,Jean-Pierre Jeunet (director),Micmacs_(film),{{flagicon|FRA}} 2009年10月28日<br /> {{flagicon|JPN}} 2010年9月4日,,2010-09-04,
68,2010,Q2,Survival of the Dead,Magnolia Pictures,"George A. Romero (director); Alan van Sprang, Devon Bostick",Survival_of_the_Dead,{{flagicon|USA}} 2010年5月28日<br /> {{flagicon|JPN}} 2010年6月12日,2010-05-28,2010-06-12,15.0
69,2010,Q2,Get Him to the Greek,Universal Pictures / Relativity Media / Spyglass Entertainment / Apatow Productions,"Nicholas Stoller (director/screenplay); Russell Brand, Jonah Hill, Rose Byrne, Elisabeth Moss, Sean Combs",Get_Him_to_the_Greek,no_dates,,,
70,2010,Q2,Killers,Lionsgate,"Robert Luketic (director); Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara, Martin Mull, Katheryn Winnick",Killers_(2010_film),{{flagicon|USA}} 2010年6月4日<br/> {{flagicon|JPN}} 2010年12月3日,2010-06-04,2010-12-03,182.0
71,2010,Q2,Marmaduke,20th Century Fox / Regency Enterprises / Davis Entertainment,"Tom Dey (director); Owen Wilson, Emma Stone, Kiefer Sutherland, Christopher Mintz-Plasse, Sam Elliott, Judy Greer, Lee Pace, Steve Coogan, William H. Macy, George Lopez, Stacy Ferguson, Marlon Wayans, Damon Wayans, Jr., David Walliams",Marmaduke_(film),{{flagicon|USA}} 2010年6月4日<br /> {{flagicon|JPN}} 劇場未公開,2010-06-04,,
72,2010,Q2,Splice,Warner Bros. Pictures / Dark Castle Entertainment / Gaumont / Copperheart Entertainment,"Vincenzo Natali (director); Vincenzo Natali, Antoinette Terry Bryant, Doug Taylor (screenplay); Adrien Brody, Sarah Polley, Delphine Chanéac",Splice_(film),{{flagicon|ESP}} 2009年10月6日 <sup>第42回シッチェス・カタロニア国際映画祭</sup><br /> {{flagicon|USA}} {{flagicon|CAN}} 2010年6月4日<br /> {{flagicon|JPN}} 2011年1月8日,2010-06-04,2011-01-08,218.0
73,2010,Q2,Finding Bliss,Phase 4 Films,"Julie Davis (director/screenplay); Leelee Sobieski, Kristen Johnston, Matt Davis, Denise Richards, Jamie Kennedy",Finding_Bliss,no_ja,,,
74,2010,Q2,Gone with the Pope,Grindhouse Releasing,"Bill Boyd, John Bruno, Carl Cocomo, Lorenzo Dardado, Paul DiAmico, Steve DiBiaso, Nola Hand, Jeanne Hibbard",Gone_with_the_Pope,no_ja,,,
75,2010,Q2,Living in Emergency,Truly Indie,"Chris Brasher, Davinder Gill, Tom Krueger, Chiara Lepora",Living_in_Emergency,no_ja,,,
76,2010,Q2,Ondine,Magnolia Pictures,"Neil Jordan (director/screenplay); Colin Farrell, Stephen Rea, Alicja Bachleda, Tony Curran, Dervla Kirwan, Tom Archdeacon, Don Wycherley, Emil Hostina, Norma Sheahan",Ondine_(film),no_dates,,,
77,2010,Q2,Raajneeti,UTV Motion Pictures,Prakash Jha (director),Raajneeti,no_ja,,,
78,2010,Q2,Rosencrantz and Guildenstern Are Undead,Indican Pictures,"Jake Hoffman, Devon Aoki, John Ventimiglia, Kris Lemche, Ralph Macchio, Joey Kern",Rosencrantz_and_Guildenstern_Are_Undead,no_ja,,,
79,2010,Q2,Sleeping with Charlie Kaufman,Osipa Media,J Roland Kelly (director),Sleeping_with_Charlie_Kaufman,no_ja,,,
80,2010,Q2,Dinosaur Train,Kidtoon Films / The Jim Henson Company,"Craig Bartlett, Terry Izumi (directors); Phillip Corlett, Claire Corlett, Erika-Shaye Gair, Alexander Matthew Marr, Ian James Corlett, Natasha Calis, Colin Murdock, Ellen Kennedy, Sean Thomas, Laura Marr",Dinosaur_Train,no_ja,,,
81,2010,Q2,The A-Team,20th Century Fox / Dune Entertainment,"Joe Carnahan (director); Liam Neeson, Bradley Cooper, Quinton ""Rampage"" Jackson, Sharlto Copley, Jessica Biel",The_A-Team_(film),{{flagicon|USA}} 2010年6月11日<br/> {{flagicon|JPN}} 2010年8月20日,2010-06-11,2010-08-20,70.0
82,2010,Q2,The Karate Kid,Columbia Pictures / Overbrook Entertainment / Jerry Weintraub Productions,"Harald Zwart (director); Jackie Chan, Jaden Smith, Taraji P. Henson",The_Karate_Kid_(2010_film),{{flagicon|USA}} 2010年6月11日<br/> {{flagicon|JPN}} 2010年8月14日,2010-06-11,2010-08-14,64.0
83,2010,Q2,12th & Delaware,Loki Films,"Heidi Ewing, Rachel Grady (directors)",12th_%26_Delaware,no_ja,,,
84,2010,Q2,Coco Chanel & Igor Stravinsky,Sony Pictures Classics,"Anna Mouglalis, Mads Mikkelsen",Coco_Chanel_%26_Igor_Stravinsky,no_ja,,,
85,2010,Q2,Joan Rivers: A Piece of Work,IFC Films,Joan Rivers,Joan_Rivers:_A_Piece_of_Work,no_ja,,,
86,2010,Q2,The Lottery,Variance Films,Madeleine Sackler,The_Lottery_(2010_film),no_ja,,,
87,2010,Q2,Winter's Bone,Roadside Attractions,"Debra Granik (director); Jennifer Lawrence, John Hawkes, Garret Dillahunt, Dale Dickey",Winter%27s_Bone,no_ja,,,
88,2010,Q2,Jonah Hex,Warner Bros. Pictures / Legendary Pictures / DC Comics / Weed Road Pictures,"Jimmy Hayward (director); Josh Brolin, Megan Fox, John Malkovich, Will Arnett, Michael Fassbender, Michael Shannon",Jonah_Hex_(film),{{Flagicon|USA}} 2010年6月18日<br /> {{Flagicon|JPN}} 2010年12月22日<sup>（ビデオ発売）</sup>,2010-06-18,2010-12-22,187.0
89,2010,Q2,Toy Story 3,Walt Disney Pictures / Pixar Animation Studios,"Lee Unkrich (director); Michael Arndt (screenplay); Tom Hanks, Tim Allen, Joan Cusack, Ned Beatty, Don Rickles, Michael Keaton, Wallace Shawn, John Ratzenberger, Estelle Harris, John Morris, Jodi Benson, Emily Hahn, Laurie Metcalf, Blake Clark, Teddy Newton, Bud Luckey, Beatrice Miller, Javier Fernández Peña, Timothy Dalton, Lori Alan, Charlie Bright, Kristen Schaal, Jeff Garlin, Bonnie Hunt, John Cygan, Jeff Pidgeon, Whoopi Goldberg, Jack Angel, R. Lee Ermey, Jan Rabson, Richard Kind, Erik von Detten, Amber Kroner, Brianna Maiwand, Jack Willis, Carlos Alazraqui, Teresa Ganzel, Jess Harnell, Danny Mann, Mickie McGowan, Laraine Newman, Colleen O'Shaughnessey, Bob Peterson, Jerome Ranft, Lee Unkrich, James Kevin Ward, Colette Whitaker, Constantino Bravos, Taiana Huff, Adam Joshua Jastrow, Leo Jergović, Theodore F. Kayser, Gia Michailidis, Nikolas Michailidis, Aramé Scott, Woody Smith, Hannah Unkrich",Toy_Story_3,{{flagicon|USA}} 2010年6月18日<br /> {{flagicon|ESP}} 2010年7月23日<br /> {{flagicon|JPN}} 2010年7月10日,2010-06-18,2010-07-10,22.0
90,2010,Q2,45365,Seventh Art Releasing,"Bill Ross IV, Turner Ross (directors)",45365,no_ja,,,
91,2010,Q2,8: The Mormon Proposition,Red Flag Releasing,Reed Cowan,8:_The_Mormon_Proposition,no_ja,,,
92,2010,Q2,Le Amiche,Film Forum,"Michelangelo Antonioni (director); Michelangelo Antonioni (screenplay); Cesare Pavese (novel); Eleonora Rossi Drago, Valentina Cortese, Madeleine Fischer",Le_Amiche,no_ja,,,
93,2010,Q2,Cyrus,Fox Searchlight Pictures,"Jay Duplass, Mark Duplass (directors); John C. Reilly, Jonah Hill, Marisa Tomei, Catherine Keener, Matt Walsh, Katie Aselton",Cyrus_(2010_comedy-drama_film),{{flagicon|USA}} 2010年1月23日<small>（サンダンス映画祭）</small><br /> {{flagicon|USA}} 2010年6月18日,2010-01-23,,
94,2010,Q2,I Am Love,Magnolia Pictures,"Luca Guadagnino (director/screenplay); Tilda Swinton, Flavio Parenti, Gabriele Ferzetti, Pippo Delbono, Edoardo Gabbriellini",I_Am_Love_(film),no_dates,,,
95,2010,Q2,The Killer Inside Me,IFC Films,"Michael Winterbottom (director); Casey Affleck, Jessica Alba, Kate Hudson",The_Killer_Inside_Me_(2010_film),{{flagicon|USA}} 2010年1月24日<small>（サンダンス映画祭|SFF）</small><br /> {{Nowrap|flagicon|GER| 2010年2月19日<small>（第60回ベルリン国際映画祭|BIFF）</small>}} <br /> {{flagicon|GER}} 2010年2月19日<small>（第60回ベルリン国際映画祭|BIFF）</small> {{flagicon|USA}} 2010年6月18日<br /> {{flagicon|JPN}} 2011年4月16日,2010-01-24,2011-04-16,447.0
96,2010,Q2,Raavan,Reliance Big Pictures,"Mani Ratnam (director/screenplay); Abhishek Bachchan, Vikram, Govinda, Aishwarya Rai Bachchan",Raavan,no_ja,,,
97,2010,Q2,Stonewall Uprising,First Run Features,"Kate Davis, David Heilbroner (directors); David Heilbroner (screenplay)",Stonewall_Uprising,no_ja,,,
98,2010,Q2,Knight and Day,20th Century Fox / Regency Enterprises,"James Mangold (director); Patrick O'Neill (screenplay); Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà, Viola Davis, Paul Dano, Falk Hentschel, Marc Blucas, Lennie Loftin, Maggie Grace, Rich Manley, Dale Dye, Celia Weston, Gal Gadot, Jack A. O'Connell, Trevor Loomis, Nilaja Sun, Christian Finnegan, Brian Tarantina, Natasha Paczkowski, Lee Wesley, Hélène Cardona, Olivier Martinez",Knight_and_Day,{{flagicon|USA}} 2010年6月25日<br /> {{flagicon|JPN}} 2010年10月9日,2010-06-25,2010-10-09,106.0
99,2010,Q2,Grown Ups,Columbia Pictures / Relativity Media / Happy Madison Productions,"Dennis Dugan (director); Adam Sandler (screenplay); Adam Sandler, Kevin James, Chris Rock, David Spade, Rob Schneider, Salma Hayek, Maria Bello, Maya Rudolph",Grown_Ups_(film),{{flagicon|USA}} 2010年6月25日<br /> {{Flagicon|JPN}} 劇場未公開,2010-06-25,,
100,2010,Q2,Dogtooth,Kino International,"Christos Stergioglou, Michele Valley, Aggeliki Papoulia, Mary Tsoni, Hristos Passalis, Anna Kalaitzidou",Dogtooth_(film),no_dates,,,
101,2010,Q2,"I Was Born, But...",Janus Films,"Hideo Sugawara, Tomio Aoki, Tatsuo Saitō","I_Was_Born,_But...",{{flagicon|JPN}} 1932年6月3日,,1932-06-03,
102,2010,Q2,Restrepo,Outpost Films,"Tim Hetherington, Sebastian Junger (directors)",Restrepo_(film),{{flagicon|USA}} 2010年1月21日<br /><sup>（サンダンス映画祭）</sup><br /> {{flagicon|USA}} 2010年6月25日,2010-01-21,,
103,2010,Q2,South of the Border,Cinema Libre Studio,Oliver Stone (director),South_of_the_Border_(2009_film),no_ja,,,
104,2010,Q2,Wild Grass,Sony Pictures Classics,"Alain Resnais (director); Alex Reval (screenplay); Christian Gailly (novel); André Dussollier, Sabine Azéma, Emmanuelle Devos, Mathieu Amalric, Anne Consigny, Michel Vuillermoz, Édouard Baer, Annie Cordy",Wild_Grass,no_dates,,,
